"DOY" "Depth" "POP"
331 75.1 0.0142
331 100.9 0.0085
331 125.1 0.0066
331 149.8 0.0057
331 175.8 0.005
331 199.5 0.0035
331 250.3 0.0013
331 350.3 0.0022
331 350.3 9e-04
355 7.7 0.012
355 25 0.0142
355 44.7 0.0148
355 75.3 0.0132
355 101.4 0.0129
355 125.3 0.0073
355 150.6 0.0057
355 176.1 0.0044
355 251.5 0.0032
355 349.9 0.0025
16 6.5 0.0129
16 25.2 0.0126
16 45.7 0.0123
16 100.5 0.0088
16 124.9 0.0107
16 150.3 0.006
16 175.3 0.0047
16 200.5 0.0041
16 250.5 0.0025
16 350.7 0.0022
16 351 0.0025
46 5.6 0.0132
46 25.2 0.0132
46 49 0.0132
46 76.3 0.0145
46 101.8 0.0117
46 125 0.0066
46 150.7 0.005
46 176.1 0.0038
46 201.7 0.0038
46 251 0.0028
46 351.6 0.0025
46 351.5 0.0022
65 5.6 0.0164
65 26 0.017
65 45.3 0.0158
65 74.7 0.0139
65 100.7 0.0132
65 123.9 0.0101
65 150.8 0.0047
65 175.4 0.0038
65 200.6 0.0041
65 249.7 0.0028
65 351.4 0.0022
65 351.4 0.0022
152 5.4 0.0177
152 26 0.017
152 46.8 0.0161
152 99.8 0.0139
152 126.2 0.0113
152 150.8 0.0066
152 174.8 0.005
152 199.1 0.005
152 252.6 0.0038
152 349.6 0.0038
152 349.7 0.0028
182 5.3 0.0189
182 24.9 0.0199
182 44.9 0.0202
182 74 0.0164
182 100 0.0129
182 125 0.0123
182 149.9 0.0073
182 174.4 0.006
182 199.9 0.0047
182 250.4 0.0035
182 350.3 0.0025
182 350.4 0.0025
258 24.8 0.0199
258 44.4 0.0195
258 75.2 0.018
258 99.9 0.018
258 124.6 0.012
258 150.3 0.0066
258 174.4 0.0063
258 200.1 0.0063
258 249.9 0.0047
258 349.8 0.0028
258 349.8 0.0028
287 6.4 0.0214
287 25.3 0.0199
287 45.5 0.0211
287 74.1 0.0208
287 101.5 0.0173
287 125.5 0.0113
287 149.7 0.0098
287 174.1 0.0066
287 200.9 0.006
287 249.6 0.005
287 350.6 0.0028
287 350.7 0.0035
326 4.5 0.0173
326 24.9 0.0161
326 44.8 0.0202
326 75 0.0192
326 99.9 0.0136
326 124.6 0.0101
326 149.7 0.0066
326 176.6 0.005
326 199.1 0.0095
326 250.6 0.0038
326 349.7 0.0038
326 350.2 0.0028
351 5.7 0.0136
351 25 0.0132
351 44.9 0.0148
351 74.6 0.0145
351 99.9 0.0148
351 124.6 0.0085
351 150.5 0.0057
351 174.8 0.0057
351 200.1 0.0044
351 249.7 0.0041
351 350.3 0.0028
351 350.2 0.0016
56 5.3 0.018
56 24.5 0.0164
56 45.4 0.0154
56 75.3 0.018
56 103.9 0.0158
56 122 0.0145
56 150.5 0.011
56 175.9 0.0069
56 197.8 0.0038
56 254.1 0.0035
56 355.7 0.0016
56 354.4 0.0016
89 4.6 0.0142
89 24.6 0.0142
89 45.1 0.0151
89 74.3 0.0145
89 98.8 0.0132
89 125.6 0.0132
89 150.3 0.0095
89 199.8 0.0044
89 252 0.0041
89 348.1 0.0028
89 348.4 0.0028
112 7.5 0.0148
112 24.9 0.0123
112 43.9 0.0104
112 74.8 0.0082
112 100.3 0.0104
112 124.9 0.006
112 174.3 0.0044
112 200.3 0.0032
112 250.5 0.0038
112 349.6 0.0032
112 349.7 0.0035
144 5.5 0.0145
144 25.2 0.0136
144 44.7 0.0142
144 76.9 0.0151
144 100.1 0.0154
144 125.3 0.0142
144 150.1 0.011
144 176.9 0.0085
144 199.5 0.0066
144 247.4 0.0044
144 349.9 0.0022
144 349.8 0.0019
171 6.8 0.0117
171 25.4 0.0167
171 45.1 0.012
171 75.4 0.012
171 100 0.0104
171 124.6 0.0085
171 174.2 0.0047
171 199.6 0.0047
171 249 0.0041
171 350.3 0.0019
171 350.4 0.0022
201 5.8 0.0113
201 25.4 0.0136
201 45.8 0.0183
201 75.3 0.0151
201 101.6 0.0098
201 126.7 0.0117
201 151.6 0.0069
201 175.7 0.006
201 200.5 0.0032
201 250.2 0.0025
201 350.7 0.0019
201 350.4 0.0019
225 5.1 0.0113
225 24.9 0.0183
225 45 0.0139
225 74.5 0.0136
225 99.9 0.0123
225 127.2 0.0104
225 151.4 0.0057
225 174 0.0041
225 200.4 0.0047
225 250.6 0.0032
225 351 0.0022
225 351.1 0.0019
287 5.8 0.0158
287 24.9 0.0139
287 45.1 0.0167
287 76 0.0167
287 100 0.0142
287 124.9 0.0085
287 151.1 0.006
287 176.5 0.0227
287 199.5 0.0038
287 352 0.0016
287 351.8 0.0022
318 5.8 0.0167
318 24.6 0.0243
318 45.2 0.0202
318 74.9 0.0195
318 99.1 0.0173
318 124.4 0.0095
318 152 0.0044
318 177.7 0.0032
318 199.2 0.0038
318 249.9 0.0047
318 349.8 0.0025
318 350.3 0.0025
343 4.7 0.0095
343 25.2 0.017
343 45.5 0.0132
343 73.9 0.0161
343 100 0.0145
343 124.1 0.0088
343 174.9 0.0082
343 201.1 0.0044
343 249.7 0.0038
343 349.4 0.0019
343 349.3 0.0022
