"DOY" "Depth" "DIP"
69 75.2 0.0586
69 85.7 0.042
69 101.5 0.043
69 115.4 0.041
69 124.2 0.042
69 148.6 0.043
69 174.9 0.1592
70 15.4 0.05
70 33.7 0.05
70 95.4 0.04
70 153.6 0.06
70 199.7 0.21
70 31.5 0.07
91 8.7 0.04
91 14.8 0.04
91 44.2 0.03
91 99.9 0.05
91 152.2 0.03
91 196.5 0.03
91 240.1 0.29
92 9.1 0.0498
92 24.2 0.0488
92 46 0.0459
92 59.1 0.0469
92 74.8 0.0361
92 85 0.0361
92 99.7 0.0469
92 115.6 0.0459
92 124.5 0.0518
92 149.6 0.0586
92 175.2 0.1035
146 4.8 0.01
146 11.6 0.01
146 48.5 0.02
146 85.7 0.08
146 150.4 0.2
146 185.8 0.4
146 237.4 0.61
147 9.3 0.0107
147 25.2 0.0156
147 44.9 0.0625
147 75 0.0898
147 85 0.043
147 101.2 0.042
147 115.4 0.0683
147 125.2 0.0879
147 150.4 0.1777
147 175.8 0.3341
164 14.6 0.04
164 26.2 0.03
164 39.6 0.01
164 95 0.02
164 147.2 0.2
164 182.3 0.26
164 214.7 0.35
165 7.8 0.0615
165 25.5 0.0596
165 45.3 0.0127
165 60.7 0.0088
165 75.5 0.0088
165 85.7 0.0088
165 100.2 0.0273
165 114.9 0.0693
165 125.4 0.1357
165 150.5 0.2491
165 174.9 0.2823
193 5.4 0.07
193 5.8 0.08
193 54.2 0.04
193 74.3 0.05
193 143.5 0.09
193 203.9 0.29
194 9.1 0.0723
194 26 0.0703
194 45.9 0.0703
194 60.5 0.0479
194 76.3 0.0381
194 85.4 0.04
194 100.6 0.0557
194 115.4 0.0635
194 125.8 0.0771
194 151.2 0.1094
194 175.9 0.1142
220 7.3 0.07
220 18.7 0.06
220 40.1 0.01
220 64.2 0.05
220 106.4 0.04
220 171.7 0.2
220 232.1 0.46
221 7.5 0.0742
221 25.8 0.0684
221 44.8 0.0117
221 60 0.0166
221 74.6 0.0293
221 86.5 0.043
221 100.9 0.0537
221 115 0.1006
221 125.9 0.1279
221 150.5 0.1865
221 174.8 0.2559
258 5.7 0.02
258 10.1 0.01
258 65.6 0.01
258 140.7 0.08
258 194.6 0.2
259 5.6 0.0225
259 25.6 0.0107
259 45.7 0.0098
259 60.6 0.0107
259 76.2 0.0127
259 85.4 0.0215
259 100.6 0.0312
259 115.4 0.0478
259 125.5 0.0644
259 151 0.1094
259 177.5 0.1641
293 6.7 0.01
293 7.4 0.03
293 47.2 0.02
293 63.1 0.02
293 103.3 0.05
293 135.9 0.09
293 169.5 0.09
293 235.9 0.14
294 8.1 0.0186
294 25.3 0.0186
294 45.8 0.0166
294 61.6 0.0186
294 74.7 0.0166
294 84.9 0.0195
294 97.3 0.0225
294 116.2 0.0391
294 125.3 0.0488
294 151.8 0.0859
294 172.6 0.0937
312 6 0.03
312 12.6 0.03
312 71.1 0.01
312 77.5 0.01
312 118.8 0.06
312 153.7 0.1
312 191.2 0.15
312 241 0.4
313 8.8 0.0234
313 25.8 0.0264
313 45 0.0254
313 61 0.0166
313 75.2 0.0146
313 86 0.0156
313 100.5 0.0312
313 115.6 0.0449
313 125.2 0.0576
313 151.5 0.0986
313 176.3 0.1338
343 8.8 0.01
343 93.4 0.02
343 117.5 0.06
343 153.5 0.2
343 217.6 0.43
344 7.7 0.0078
344 24.7 0.0068
344 46.7 0.0068
344 61.3 0.0098
344 75.7 0.0088
344 86.3 0.0352
344 101.2 0.0644
344 115.9 0.0625
344 126.6 0.084
344 152 0.1523
344 176.9 0.2794
37 3.3 0.01
37 4.5 0.02
37 62.4 0.02
37 120.7 0.06
37 135.6 0.15
37 178.4 0.26
37 224.3 0.46
38 4.7 0.0195
38 24.9 0.0186
38 44.7 0.0205
38 58.8 0.0195
38 75.2 0.0195
38 84.4 0.0195
38 100 0.0244
38 115 0.0791
38 125.2 0.0898
38 150.1 0.1465
38 174.2 0.2344
79 4.8 0.01
79 5.2 0.02
79 58.6 0.01
79 110.3 0.09
79 163.5 0.25
79 208.9 0.47
80 4.4 0.04
80 25.1 0.0312
80 45.1 0.0244
80 60.2 0.0283
80 74.6 0.0195
80 84.8 0.0234
80 100.3 0.0391
80 115.3 0.0684
80 124.8 0.1309
80 149 0.1836
80 174.2 0.2207
124 7 0.08
124 7.5 0.08
124 51.2 0.11
124 95.4 0.03
124 140.6 0.11
124 195.4 0.19
125 7.3 0.0928
125 24.5 0.0938
125 44.9 0.0928
125 60.3 0.0703
125 74.5 0.0488
125 85.4 0.0469
125 100.2 0.042
125 115 0.0596
125 125.1 0.0771
125 149.9 0.1348
125 174.1 0.168
160 7.4 0.09
160 6.6 0.06
160 33.1 0.05
160 95 0.03
160 128.1 0.03
160 160.2 0.05
160 225 0.21
188 8.2 0.02
188 40.3 0.01
188 70.2 0.01
188 90 0.01
188 136.2 0.06
188 244.8 0.41
188 6.4 0.05
189 14.6 0.0527
189 24.9 0.0557
189 45 0.0586
189 59.9 0.041
189 74.8 0.0176
189 85.2 0.0166
189 100.5 0.0322
189 115.5 0.041
189 125.2 0.0508
189 149.7 0.1006
189 175.6 0.123
215 6.7 0.05
215 9.2 0.05
215 50.5 0.06
215 95.2 0.06
215 110.5 0.09
215 131 0.17
215 179.3 0.5
215 216 0.69
215 250 0.77
216 6.7 0.0586
216 24.8 0.0615
216 45.2 0.0615
216 60.2 0.0684
216 75.4 0.0684
216 85.1 0.0654
216 100.4 0.084
216 115.5 0.1201
216 124.4 0.1514
216 150 0.3311
216 175.8 0.507
245 8 0.05
245 10.3 0.05
245 64.8 0.05
245 89.3 0.05
245 140.8 0.14
245 193.8 0.2
245 246.7 0.44
246 6.9 0.0488
246 25.8 0.0488
246 45.7 0.0195
246 60.9 0.0547
246 75.8 0.0645
246 86.1 0.0586
246 100.4 0.0605
246 115.6 0.0918
246 126.1 0.1269
246 150.6 0.1475
246 175.4 0.1865
275 5.1 0.04
275 5.6 0.05
275 43.6 0.05
275 82 0.02
275 120.7 0.02
275 149.9 0.04
275 205.3 0.18
276 5 0.0576
276 23.7 0.0557
276 44.9 0.0566
276 60.8 0.0557
276 76.6 0.0547
276 85.1 0.0488
276 99.5 0.0479
276 116.8 0.0449
276 124.7 0.0566
276 149.8 0.0654
276 176.7 0.1299
335 16.3 0.06
336 9.2 0.05
336 26.3 0.04
336 62.9 0.06
335 125.7 0.17
335 164.9 0.26
335 221.9 0.68
336 5.8 0.0918
336 24.8 0.0605
336 44.5 0.0576
336 60.4 0.0596
336 74.7 0.0596
336 84.5 0.0625
336 100.2 0.0684
336 115.2 0.1504
336 124.9 0.1729
336 150.9 0.2588
336 175.8 0.3145
354 5.9 0.05
354 10.2 0.07
354 66.8 0.06
354 120.2 0.08
354 154.6 0.14
354 209.9 0.29
355 7.5 0.0674
355 25.4 0.0684
355 46.5 0.0684
355 61.3 0.0703
355 76.1 0.0723
355 84.9 0.0732
355 98.9 0.0723
355 114.9 0.0869
355 125.9 0.1055
355 149.4 0.1162
355 174.7 0.1768
29 9 0.05
29 13.3 0.05
29 69.7 0.05
29 124.9 0.13
29 174 0.23
29 234.3 0.4
30 6.9 0.0566
30 25.8 0.0576
30 44.8 0.0566
30 58.8 0.0557
30 75.8 0.0557
30 84.6 0.0576
30 100.2 0.0586
30 114.6 0.1055
30 124 0.1387
30 148.6 0.1348
30 173.9 0.2119
54 7.7 0.06
54 12.8 0.05
54 60.4 0.04
54 125.3 0.13
54 179.7 0.24
54 235.3 0.52
55 7.7 0.0576
55 26.5 0.0586
55 44.4 0.0576
55 60.4 0.0605
55 74.9 0.0596
55 86.1 0.0605
55 100.1 0.0635
55 115.3 0.0791
55 124.1 0.1074
55 150.3 0.1895
55 175.7 0.2559
148 8.8 0.08
148 6.2 0.08
148 17.3 0.08
148 64.9 0.02
148 107.7 0.01
148 148.5 0.03
148 203.7 0.25
149 8.1 0.1084
149 25.9 0.0527
149 45.6 0.0391
149 60.9 0.0557
149 75.9 0.0361
149 85.9 0.0332
149 100.3 0.0273
149 115.7 0.0264
149 126.2 0.0264
149 150.4 0.0449
149 175.3 0.1602
177 6.9 0.06
177 7.5 0.05
177 65.7 0.03
177 79.8 0.04
177 102.2 0.07
177 135 0.15
177 186.4 0.37
177 230.8 0.65
178 7.8 0.0596
178 25.1 0.0586
178 45.3 0.0576
178 60.1 0.0566
178 73.6 0.0488
178 84.6 0.0537
178 99.5 0.0703
178 114.9 0.0908
178 124.3 0.1133
178 150.6 0.2031
178 175.1 0.3233
208 14.2 0.08
208 10.7 0.1
208 51.8 0.06
208 82 0.06
208 120.6 0.08
208 160.8 0.09
208 198.3 0.2
208 235 0.31
209 14.9 0.0947
209 24.4 0.0957
209 45 0.0654
209 59.6 0.0635
209 74.4 0.0547
209 85.6 0.0518
209 99.7 0.0576
209 114.7 0.0742
209 125.5 0.082
209 149.6 0.0889
209 173.9 0.1514
229 7 0.04
229 6.2 0.05
229 50.9 0.04
229 75.9 0.06
229 111.4 0.09
229 149.1 0.11
229 207.4 0.22
230 7.7 0.0586
230 24.6 0.0586
230 45.9 0.0439
230 59.7 0.0498
230 76.2 0.0635
230 84.5 0.0654
230 100.8 0.0771
230 115.1 0.0947
230 124.8 0.1084
230 149.7 0.124
230 174.1 0.1426
284 7.4 0.01
284 85.6 0.03
284 122.4 0.06
284 154.1 0.14
284 190.6 0.2
285 6 0.0039
285 25.1 0.0039
285 45.8 0.0059
285 60.5 0.0088
285 75.4 0.0176
285 85.4 0.0254
285 100.1 0.042
285 114.2 0.0635
285 124.8 0.0791
285 149.5 0.1055
285 175 0.1797
336 10.9 0.03
336 71.3 0.05
336 104.9 0.08
335 161.1 0.22
335 220 0.45
336 7.1 0.0322
336 23.3 0.0312
336 43.7 0.0283
336 58.6 0.0254
336 74.5 0.0371
336 84.1 0.0518
336 98.8 0.0869
336 115.8 0.0986
336 123.6 0.1152
336 150.6 0.1523
336 175.1 0.2334
20 11.2 0.01
20 13.3 0.02
20 40.4 0.02
20 75.9 0.02
20 135.6 0.05
20 185.4 0.18
20 242.7 0.48
21 7.4 0.0205
21 24.1 0.0244
21 44.8 0.0215
21 60.2 0.0225
21 74 0.0205
21 83.7 0.0166
21 100.4 0.0156
21 113.7 0.0195
21 124.4 0.0254
21 149.6 0.0566
21 175.1 0.1152
48 7 0.03
49 9.4 0.04
48 64.7 0.03
48 121.1 0.08
48 170.3 0.21
48 220.8 0.43
49 8.9 0.0273
49 24.4 0.0264
49 44.4 0.0186
49 59.2 0.0176
49 75.6 0.0176
49 84.5 0.0176
49 98.9 0.0176
49 115.4 0.04
49 125.7 0.1064
49 149.3 0.1758
49 174.4 0.2315
118 9.6 0.05
118 5.5 0.05
118 45.3 0.03
118 87.8 0.02
118 140.4 0.03
118 194.4 0.24
119 5.3 0.083
119 24.8 0.0732
119 45.4 0.0615
119 59.3 0.0537
119 74.4 0.0469
119 85.1 0.042
119 99.9 0.0342
119 114.5 0.0351
119 125.6 0.0371
119 149.9 0.0566
119 176 0.0889
147 5.2 0.03
147 5.2 0.02
147 25.7 0.03
147 71.2 0.02
147 126.6 0.04
147 186.8 0.1
147 246.5 0.5
148 4.7 0.0205
148 25.2 0.0186
148 45.5 0.0146
148 60 0.0117
148 75.7 0.0127
148 85 0.0146
148 100.3 0.0146
148 115.1 0.0186
148 124.6 0.0254
148 149.8 0.0635
148 175.4 0.1006
184 7.7 0.11
185 7.6 0.12
185 47.4 0.13
185 64.5 0.03
185 110.6 0.03
185 158.5 0.14
185 202.4 0.19
185 5.4 0.1182
185 24.3 0.1191
185 44.3 0.0615
185 60.2 0.0322
185 74.5 0.0293
185 85.9 0.0283
185 100.3 0.0459
185 115 0.0752
185 124.6 0.0976
185 150.3 0.1396
185 174.8 0.126
206 8.3 0.1
206 6.3 0.1
206 57.7 0.07
206 72.7 0.05
206 125.2 0.05
206 164.5 0.14
206 202.1 0.2
207 5.7 0.0967
207 25.3 0.1006
207 45.2 0.0928
207 59.9 0.0752
207 74.8 0.0537
207 85 0.0586
207 100.2 0.0742
207 115.3 0.0644
207 124.7 0.0683
207 149.6 0.0762
207 174.6 0.1289
230 8.2 0.06
230 69.6 0.01
230 117.2 0.01
230 161.1 0.05
230 204.8 0.06
230 244.8 0.24
231 6 0.0684
231 24.3 0.0713
231 45.6 0.0625
231 58.7 0.0264
231 73.7 0.0166
231 85.7 0.0273
231 98.9 0.0391
231 116.4 0.0557
231 124.7 0.0517
231 153.1 0.0683
231 174.6 0.0801
267 5.2 0.03
267 10.6 0.04
267 39.4 0.03
267 57.5 0.01
267 84.9 0.03
267 123.2 0.18
267 165 0.23
267 231.9 0.55
268 5.3 0.0391
268 24.9 0.0264
268 44.5 0.0303
268 61.6 0.0264
268 69.1 0.0264
268 85.3 0.0332
268 99.7 0.0391
268 115.8 0.0557
268 123.9 0.0752
268 149.4 0.209
268 175.2 0.2227
307 5.3 0.09
307 4.4 0.08
307 42.4 0.06
307 58.8 0.03
307 84.5 0.04
307 120.7 0.08
307 161.4 0.23
307 188.9 0.31
307 223.2 0.43
308 4.8 0.0771
308 23.5 0.0762
308 45.4 0.0771
308 58.7 0.0517
308 75.3 0.0361
308 84.2 0.0332
308 100 0.0498
308 114 0.0771
308 125.3 0.0898
308 150.1 0.1299
308 174.9 0.2031
343 4.8 0.07
343 4.1 0.06
343 39.3 0.06
343 76.2 0.06
343 87.6 0.03
343 143.3 0.09
343 203.9 0.12
344 4.8 0.0713
344 24.7 0.0625
344 44.4 0.0625
344 59.3 0.0615
344 75 0.0361
344 85 0.042
344 100.5 0.0527
344 113.9 0.0693
344 125.8 0.0722
344 149.9 0.1113
344 174.5 0.122
68 5.5 0.1
68 59.6 0.11
68 90.7 0.12
68 119.4 0.15
68 153.6 0.15
68 231.4 0.41
68 5.3 0.09
69 4.7 0.0849
69 15.6 0.09
69 25.5 0.084
69 36.1 0.09
69 45.6 0.0849
69 59.9 0.0859
69 75.3 0.0957
69 85.5 0.0957
69 101.3 0.0937
69 114.6 0.1045
69 125.4 0.1377
69 150.8 0.1533
69 172.8 0.1924
69 200.6 0.32
96 4.6 0.1
96 9.1 0.1
96 50.3 0.1
96 100.8 0.07
96 120.4 0.07
96 136 0.09
96 199.3 0.16
96 220.8 0.18
96 239.8 0.23
97 4.8 0.0996
97 15.2 0.08
97 25.6 0.0947
97 35.3 0.08
97 45.4 0.0947
97 59.7 0.0937
97 76.6 0.0879
97 85 0.0742
97 99.8 0.0723
97 115.8 0.0908
97 124.6 0.0976
97 151.1 0.126
97 175.6 0.1523
97 200.1 0.18
138 5.9 0.08
138 5.4 0.11
138 25.1 0.09
138 45.5 0.08
138 75.3 0.08
138 108.5 0.08
138 125 0.09
138 142.6 0.04
138 197 0.1
139 4.2 0.0752
139 14.8 0.08
139 24.7 0.0723
139 35.3 0.08
139 45.4 0.0713
139 60.4 0.0742
139 74.5 0.0713
139 85.5 0.0674
139 100 0.081
139 115.3 0.0508
139 125.5 0.0498
139 150.4 0.06
139 175.3 0.0752
139 200.3 0.17
159 4.9 0.05
159 5.9 0.04
159 37 0.03
159 65.8 0.02
159 69.9 0.01
159 106.6 0.04
159 119.6 0.06
159 222.3 0.29
160 5.6 0.0605
160 15.3 0.05
160 25 0.0498
160 36 0.05
160 45.7 0.0381
160 61.5 0.03
160 74.1 0.0215
160 86.9 0.0312
160 98.2 0.043
160 113.3 0.0713
160 124.8 0.1123
160 146.6 0.0928
160 175.8 0.1895
160 206.8 0.3
189 6.9 0.05
189 13.8 0.06
189 46.9 0.04
189 55.4 0.03
189 70.2 0.02
189 111.7 0.07
189 172 0.22
189 231.2 0.35
190 5.7 0.0644
190 15 0.07
190 25 0.041
190 35.1 0.05
190 44.3 0.0312
190 59.5 0.0225
190 74.4 0.0186
190 84.9 0.0283
190 99.3 0.041
190 114.7 0.041
190 125.1 0.0879
190 149.1 0.1269
190 174.9 0.1289
190 200.5 0.26
219 7.2 0.08
219 25.5 0.06
219 66.4 0.06
219 107.6 0.08
219 140.6 0.12
219 160.3 0.11
219 190.5 0.11
219 239 0.18
220 5.7 0.1025
220 15.2 0.11
220 25.3 0.0889
220 35.6 0.1
220 45.2 0.0791
220 60.6 0.084
220 75.5 0.1064
220 85.4 0.1045
220 100.2 0.083
220 115.4 0.0517
220 125.2 0.1348
220 150.3 0.0498
220 175.1 0.081
220 200.5 0.15
247 25.3 0.08
247 80.7 0.07
247 96.1 0.08
247 144.6 0.13
247 171.1 0.14
247 205.2 0.14
247 239.7 0.16
247 5.4 0.084
247 14.9 0.09
247 25.6 0.085
247 35.2 0.11
247 45.5 0.0859
247 60.2 0.081
247 76 0.0801
247 84.9 0.0879
247 100.5 0.1035
247 115.9 0.1123
247 125.5 0.1347
247 150.2 0.1484
247 175.4 0.1601
247 200.7 0.17
276 7.6 0.09
276 75 0.06
276 80.6 0.06
276 95 0.06
276 134.1 0.09
276 184.3 0.14
276 205.6 0.14
277 7.5 0.0635
277 16.1 0.07
277 26 0.0674
277 35 0.07
277 45.9 0.0683
277 61.1 0.0674
277 75.3 0.0771
277 84.7 0.0957
277 100.6 0.0957
277 115.8 0.1045
277 125.5 0.1064
277 150.4 0.1279
277 174.9 0.125
277 199.8 0.14
325 5.2 0.0928
325 15 0.11
325 24.8 0.0928
325 35.5 0.1
325 44.9 0.0908
325 59.3 0.0908
325 74.8 0.0947
325 85.7 0.0957
325 100.4 0.1015
325 113.9 0.0976
325 124.7 0.1055
325 150 0.1191
325 174.7 0.1377
325 200.8 0.14
326 4.9 0.08
326 54.9 0.09
326 104 0.11
326 133 0.1
326 174.2 0.12
326 194.3 0.13
326 236 0.18
326 5.1 0.08
9 4.1 0.05
28 7.6 0.03
28 97 0.05
28 109.4 0.07
28 131.1 0.13
28 189.8 0.29
28 210.4 0.33
29 2.4 0.0488
29 15.2 0.05
29 24.8 0.0439
29 34.4 0.04
29 44.9 0.04
29 60.5 0.0361
29 74.6 0.0391
29 85.6 0.0439
29 101.4 0.0849
29 116 0.1221
29 125.4 0.126
29 150.3 0.1973
29 176.1 0.2354
29 200.5 0.32
59 6.8 0.04
59 38.1 0.05
59 101.5 0.06
59 159.2 0.23
59 190.4 0.25
59 214.9 0.27
59 232 0.34
60 7.8 0.0664
60 14.9 0.07
60 26.1 0.0684
60 34.6 0.07
60 45 0.0596
60 60 0.0391
60 75.4 0.0361
60 85.5 0.0351
60 100.5 0.0517
60 115 0.1504
60 126.1 0.1719
60 150.8 0.1592
60 174.8 0.1895
60 200.1 0.22
102 6.9 0.09
102 42.6 0.09
102 82.5 0.08
102 140.8 0.11
102 156 0.11
102 186 0.13
102 6.8 0.1006
102 14.9 0.09
102 25.4 0.1045
102 35.1 0.1
102 44.8 0.0996
102 61 0.0889
102 75.5 0.081
102 85.9 0.0771
102 101.1 0.0762
102 115.3 0.0723
102 125.2 0.0742
102 150.9 0.1055
102 175.7 0.1474
102 200.9 0.13
129 4.7 0.03
129 44.7 0.04
129 81 0.03
129 148.1 0.12
129 191.4 0.22
129 233.4 0.41
130 5.6 0.0322
130 15.5 0.04
130 26.3 0.0332
130 33.9 0.04
130 44.6 0.0322
130 60.6 0.0312
130 75.3 0.0264
130 85.7 0.0176
130 100.4 0.0244
130 114.2 0.0264
130 125.8 0.0303
130 150.2 0.0439
130 174.9 0.1191
130 200.8 0.19
201 4.7 0.09
201 67 0.08
201 77.6 0.08
201 96.5 0.08
201 124.9 0.11
201 145.6 0.09
201 194 0.17
201 6.1 0.0879
201 14.2 0.09
201 24.7 0.0899
201 34.1 0.09
201 44.5 0.0889
201 59.5 0.1016
201 74.8 0.1016
201 84.8 0.1035
201 99.8 0.0937
201 114.9 0.0937
201 124.5 0.1006
201 149.3 0.1006
201 174.9 0.1074
201 199.5 0.26
243 5.7 0.0195
243 15.2 0.03
243 24.6 0.0195
243 34.6 0.02
243 44.6 0.0117
243 60 0.0254
243 74.9 0.0244
243 84.8 0.043
243 99.8 0.0898
243 114.6 0.0732
243 124.7 0.0996
243 149.4 0.1611
243 173.7 0.2051
243 200.7 0.29
244 5.9 0.09
244 46.6 0.08
244 78.4 0.08
244 83.6 0.08
244 111.6 0.11
244 119.7 0.09
244 191.7 0.17
244 6.2 0.05
270 5.8 0.042
270 16.2 0.06
270 25.8 0.0303
270 36 0.03
270 45.6 0.0117
270 60.8 0.0186
270 76.1 0.0137
270 85.6 0.0127
270 100.7 0.0117
270 115.4 0.0322
270 125.6 0.0644
270 150.4 0.1172
270 176.6 0.1865
270 200.8 0.29
270 5.9 0.07
270 30.8 0.02
270 50.7 0.03
270 80.7 0.01
270 100.1 0.05
270 149.1 0.11
270 211.6 0.33
271 5.3 0.06
308 5.5 0.04
309 5.8 0.04
309 66.1 0.04
309 84.1 0.02
309 118.8 0.07
309 157.7 0.16
309 195.5 0.25
309 230.7 0.39
309 5.7 0.0518
309 15.8 0.04
309 24.5 0.0498
309 35.7 0.04
309 45.5 0.0508
309 60.8 0.0498
309 74.9 0.0381
309 84.6 0.0342
309 99.8 0.0615
309 114.1 0.0947
309 125.4 0.1172
309 149.8 0.1728
309 173.9 0.1846
309 200.3 0.27
333 6 0.0527
333 14.3 0.06
333 24.9 0.0557
333 35.4 0.06
333 45.5 0.0518
333 59.4 0.0566
333 74.8 0.0557
333 84.6 0.0576
333 99.8 0.0498
333 116.5 0.0576
333 124.7 0.0615
333 150.2 0.1142
333 175.5 0.1601
333 200 0.24
334 5.3 0.08
334 52.8 0.08
334 99.4 0.08
334 124.2 0.08
334 169.3 0.16
334 213.9 0.3
334 4.8 0.08
353 6.2 0.06
353 5.5 0.06
353 61.4 0.06
353 119.2 0.07
353 147.2 0.09
353 186.3 0.19
353 239.4 0.42
354 5 0.0635
354 15.1 0.07
354 24.6 0.0625
354 34.8 0.07
354 43.8 0.0635
354 59.4 0.0644
354 73.9 0.0635
354 85.1 0.0674
354 99.5 0.0683
354 115 0.0771
354 123.6 0.083
354 149.5 0.1445
354 175.6 0.2188
354 199.6 0.33
18 5.3 0.09
18 4.8 0.08
18 38.3 0.09
18 70.3 0.07
18 135.9 0.11
18 177.5 0.17
18 244.8 0.41
19 5.5 0.0986
19 14.9 0.1
19 25.1 0.0957
19 33.8 0.1
19 44.6 0.0928
19 61.1 0.0918
19 76.1 0.0898
19 83.7 0.0859
19 101.5 0.083
19 116.4 0.082
19 126.5 0.0928
19 151 0.1269
19 175.1 0.1875
19 199.4 0.23
84 4.6 0.09
85 214.9 0.26
85 6.4 0.0635
85 15.5 0.08
85 25.5 0.0869
85 36.2 0.08
85 45.2 0.081
85 60.9 0.0742
85 76.3 0.084
85 85.4 0.0605
85 102.7 0.0547
85 116.6 0.0537
85 125.9 0.0586
85 150.4 0.0957
85 176.3 0.1328
85 201.7 0.19
122 4.5 0.14
122 6.4 0.15
122 16.5 0.15
122 58.2 0.15
122 100.2 0.14
122 139.7 0.13
122 179.9 0.12
122 233 0.31
124 5.9 0.165
124 14.4 0.16
124 23.9 0.165
124 34.5 0.15
124 43.9 0.165
124 73.1 0.16
124 83.6 0.165
124 98.3 0.1592
124 112.8 0.1582
124 124.2 0.1357
124 150.8 0.0898
124 174.9 0.0781
124 199.5 0.23
151 5.4 0.12
151 5 0.11
151 35.5 0.08
151 74.4 0.05
151 114 0.05
151 159.1 0.08
151 207.4 0.17
153 4.9 0.1279
153 14.8 0.12
153 24.4 0.1221
153 36.1 0.11
153 45.5 0.0937
153 59.5 0.0752
153 74.9 0.0693
153 84.2 0.0654
153 99.7 0.0596
153 115.9 0.0605
153 126.1 0.0654
153 148.5 0.0762
153 175.6 0.1211
153 200.1 0.21
178 5.5 0.13
179 5.3 0.12
179 71.4 0.13
179 127.2 0.12
179 139.6 0.15
179 204.6 0.27
179 249.6 0.36
179 5.7 0.1279
179 14.5 0.11
179 25.6 0.1269
179 34.8 0.12
179 45.2 0.1308
179 59.8 0.1142
179 74.8 0.0615
179 85 0.0937
179 99.8 0.1035
179 114.7 0.1113
179 124 0.0635
179 150.3 0.1592
179 174.9 0.1777
179 199.7 0.26
213 11.6 0.11
213 9.6 0.12
213 60.5 0.09
213 107 0.11
213 149.5 0.17
213 190.8 0.29
214 10.5 0.1201
214 16.1 0.12
214 25.8 0.1201
214 35.1 0.11
214 45.4 0.1094
214 60.4 0.0957
214 75.1 0.0801
214 85.5 0.0615
214 100.4 0.1172
214 115.4 0.1279
214 125.6 0.1484
214 150.2 0.1758
214 174.9 0.1689
214 200 0.16
230 6 0.13
230 6.4 0.14
230 34.3 0.11
230 83.6 0.06
230 125.9 0.08
230 195.6 0.22
230 248 0.38
231 4.9 0.1621
231 15.3 0.17
231 25.4 0.1631
231 35.5 0.15
231 45.3 0.1201
231 60.3 0.1074
231 75 0.0976
231 85.1 0.0908
231 100 0.0713
231 115.4 0.0732
231 125.3 0.084
231 150.1 0.1181
231 175.5 0.1338
231 200.4 0.19
258 5.8 0.17
258 10.3 0.17
258 45.1 0.16
258 78.6 0.1
258 118.8 0.14
258 150.9 0.11
258 204.4 0.16
259 5.7 0.1709
259 15.9 0.17
259 25.5 0.166
259 35.3 0.17
259 44.7 0.1699
259 60.4 0.1563
259 75.4 0.1172
259 85.1 0.1162
259 100.2 0.1396
259 115.1 0.1123
259 125.1 0.1094
259 150.7 0.1279
259 175.4 0.1367
259 200.2 0.16
281 5.1 0.16
281 6.3 0.14
281 66.4 0.08
281 81.5 0.07
281 115.3 0.08
281 163.7 0.13
281 211.4 0.22
282 4.5 0.1621
282 15.5 0.15
282 25.5 0.1631
282 35.2 0.15
282 45.5 0.1611
282 60.7 0.1504
282 75.3 0.1143
282 85.3 0.084
282 100.2 0.082
282 115.3 0.0928
282 125.3 0.1006
282 149.9 0.1074
282 175.2 0.1445
282 200.1 0.17
338 5.5 0.08
339 6.6 0.09
339 26.1 0.09
339 73 0.09
339 80.2 0.07
339 103.9 0.08
339 139.3 0.13
339 175.7 0.24
339 211.4 0.35
339 245.2 0.52
339 7 0.1035
339 16.9 0.1
339 26.5 0.1084
339 37.4 0.09
339 46.9 0.1201
339 60.3 0.0996
339 75.9 0.0986
339 86.8 0.0986
339 101.1 0.0889
339 115 0.1133
339 125.1 0.1201
339 150.7 0.126
339 177.1 0.1592
339 200.8 0.21
43 5.4 0.12
43 7.9 0.11
43 66.8 0.1
43 126.2 0.11
43 183.3 0.23
43 238.9 0.48
44 7.3 0.1201
44 16.2 0.12
44 25.5 0.1181
44 35.2 0.12
44 45.7 0.1084
44 61 0.0937
44 75.9 0.0937
44 85.3 0.0947
44 100.3 0.0928
44 115 0.0908
44 125.6 0.1
44 150.2 0.1094
44 175.4 0.1426
44 200.4 0.18
65 4.3 0.09
65 7.1 0.09
65 60.2 0.08
65 130.1 0.06
65 151.5 0.06
65 205 0.21
66 8.7 0.0937
66 18.4 0.08
66 23.8 0.0928
66 34.7 0.09
66 45.2 0.0908
66 59.9 0.0752
66 75.2 0.0644
66 84.6 0.0576
66 99.9 0.0469
66 115.3 0.043
66 125.8 0.042
66 149.7 0.0723
66 175.3 0.166
66 199.6 0.22
95 5.4 0.08
95 5 0.07
95 46.8 0.06
95 87.8 0.04
95 134.9 0.03
95 180.1 0.06
95 204.2 0.17
95 244.6 0.45
96 5.3 0.0898
96 15.1 0.08
96 25.3 0.084
96 35.6 0.07
96 45.5 0.0791
96 60.5 0.0781
96 75.5 0.0762
96 86 0.0713
96 100.1 0.0898
96 114.8 0.0469
96 126.3 0.0498
96 150.7 0.0312
96 175.3 0.0557
96 200.4 0.09
137 8.4 0.2
137 7.8 0.18
137 45.8 0.18
137 72.7 0.1
137 114.9 0.09
137 153.3 0.06
137 187.1 0.05
137 221.7 0.27
138 8.8 0.1866
138 18.8 0.17
138 25.7 0.1905
138 35.3 0.17
138 44.4 0.1533
138 59.2 0.1807
138 74.6 0.1318
138 85.6 0.1015
