"DOY" "Depth" "TIN"
295 605.3 37.95
295 639.9 39.01
295 672.9 39.87
295 700 40.33
295 740.3 40.44
295 789.8 40.69
320 4.2 0.03
320 500.3 29.34
320 1199.9 41.7
320 1399.4 41.27
320 1600.1 40.96
320 1799.2 40.47
320 2002.9 39.85
320 2198.9 39.55
320 2399.8 39.11
320 2599.9 38.56
320 2797.9 38.2
320 2999.1 37.8
320 3196 37.34
320 3398.6 37.09
320 3598.6 36.66
320 3799.1 36.48
320 3999.3 36.3
320 4200.1 36.07
320 4395.5 35.88
320 4498.1 35.87
320 4599.9 35.78
320 4806.8 35.85
320 3.7 0.01
320 8.9 0.02
320 33.9 0.04
320 59.6 0.03
320 95.9 0.09
320 98.6 0.1
320 108.7 0.3
320 123.3 0.62
320 184.5 2.36
320 244.5 6.81
320 319.6 12.84
320 359.5 15.93
320 411.8 22.46
320 450.7 24.98
320 491.8 28.95
320 517.9 32.03
320 560.1 35.87
320 621.3 38.44
320 691.3 40.21
320 723.9 41.66
320 763.9 42.1
320 982.3 41.86
320 1018.6 41.92
349 4.8 0.03
349 50.2 0.02
349 92.3 0.06
349 167.1 2.11
349 200.4 3.89
349 240 6.49
349 290.4 9.28
349 329.8 13.71
349 372.1 16.24
349 419.7 21.3
349 474.2 28.02
349 509 31.19
349 549.9 35.39
349 595.4 37.95
349 646.5 40.47
349 694.2 41.29
349 736.4 41.62
349 790.2 41.61
349 838.6 41.87
349 888.9 42.05
349 942.4 41.92
349 973.7 42.18
349 1020 41.86
349 4.4 0.02
349 500.9 32.27
349 999.8 42.12
349 1200 41.56
349 1399.7 41.37
349 1598.3 40.82
349 1799.5 40.44
349 1999.8 39.89
349 2200.3 39.33
349 2400.1 38.71
349 2599 38.27
349 2797.2 37.9
349 2999.9 37.54
349 3199.9 37.24
349 3400.1 36.84
349 3600.7 36.52
349 3800.9 36.34
349 4001.3 35.92
349 4399 35.77
349 4499.7 35.67
349 4602.1 35.65
349 4799.4 35.52
15 4.7 0.13
15 522.8 27.04
15 799 40.9
15 998.8 42.02
15 1999.9 40.02
15 2199.9 39.52
15 2400.1 39.02
15 2600.1 38.73
15 2798.9 38.45
15 3001.1 37.95
15 3197.8 37.67
15 3401.1 37.16
15 3599 36.65
15 3798.1 36.51
15 3999.9 36.09
15 4198.9 35.89
15 4398.4 35.68
15 4498.2 35.78
15 4599.7 35.42
15 4804.1 35.36
15 4 0.11
15 48.2 0.01
15 98.6 0.02
15 142.8 0.45
15 189.8 0.92
15 228.3 1.92
15 289.5 5.69
15 324.3 8.79
15 358.8 11.16
15 398.7 14.27
15 442.6 20.61
15 487.5 25.27
15 531.5 28.45
15 552.7 32.47
15 598.7 36.65
15 640.4 38.56
15 695.5 39.96
15 744.1 40.12
15 787.2 41.09
15 839.1 41.67
15 882.5 41.83
15 928.3 41.97
15 978.2 42.05
51 4.8 0.02
51 498.9 29.85
51 798.9 42.43
51 999.5 42.27
51 1200.5 41.69
51 1399.2 41.22
51 1598 40.88
51 1799.1 40.36
51 1999.8 39.89
51 2199.6 39.43
51 2399.5 39.03
51 2600.3 38.69
51 2799.9 38.23
51 2999.2 37.9
51 3199.6 37.56
51 3399.6 37.23
51 3600.1 36.96
51 3800.7 36.57
51 3999.5 36.3
51 4197.9 36.09
51 4400 35.96
51 4499.2 35.94
51 4599 35.93
51 4795.2 35.79
51 3.9 0.02
51 24.3 0.05
51 44 0.07
51 75.2 0.07
51 115 0.21
51 125.7 0.51
51 213.6 3.96
51 263.9 7.55
51 317.5 10.7
51 349.4 13.79
51 411.4 20.53
51 482.5 28.98
51 514.6 32.15
51 563.1 36.15
51 611.5 38.8
51 670.5 41.12
51 698.5 41.69
51 750.5 42.25
51 798 42.5
51 831.9 42.63
51 898.9 42.5
51 963.1 42.43
51 1018 42.37
71 4.8 0.01
71 501 27.43
71 750.8 42.09
71 996.7 42.38
71 1199.4 41.95
71 1401.4 41.79
71 1600 41.17
71 1801.7 40.47
71 1999.6 40.1
71 2200.8 39.72
71 2402.3 39.29
71 2601.4 38.86
71 2798.7 38.44
71 3000.4 38.19
71 3201.8 37.75
71 3400.9 37.38
71 3599.9 37.08
71 3799 36.72
71 3999.7 36.5
71 4200.8 36.36
71 4399 36.19
71 4499.4 36.08
71 4600.4 35.69
71 4804 35.6
71 24.7 0.05
71 74.6 0.03
71 109.7 0.02
71 150.1 0.03
71 178.8 0.78
71 214.1 1.25
71 248.1 1.98
71 290.9 4.96
71 345 12.66
71 378.8 16.9
71 423.7 22.07
71 464.7 25.85
71 504.3 29.16
71 544.8 33.04
71 599.7 36.34
71 642.6 39.18
71 688 40.71
71 735.3 42.04
71 772.8 42.31
71 816.7 42.31
71 874 42.37
71 944.9 42.25
71 979.7 42.12
71 1022.8 42.17
140 4.5 0.02
140 500.9 31.31
140 779.4 42.1
140 1199.3 41.71
140 1400 41.34
140 1600.7 40.85
140 1800.6 40.21
140 1998.9 39.74
140 2199.9 39.26
140 2399.9 38.83
140 2600.7 38.46
140 2799.9 37.97
140 2999.7 37.79
140 3200.3 37.55
140 3399.6 37.05
140 3599.3 36.69
140 3799.9 36.52
140 3999.7 36.25
140 4199.1 35.97
140 4399.3 35.95
140 4499.6 35.94
140 4599.7 35.86
140 4792.2 35.77
140 4 0.04
140 38.5 0.01
140 49.2 0.02
140 74.3 0.03
140 114.5 1.2
140 157.4 2.78
140 200.1 5.08
140 284.1 12.86
140 330.3 16.12
140 393.3 20.24
140 429.7 23.49
140 482 28.94
140 509.7 32.55
140 541 35.69
140 597.3 38.47
140 661.8 40.18
140 699.5 41.24
140 742.6 41.76
140 778 42.21
140 815.6 42.34
140 929.5 42.13
140 982.5 42.06
140 1022.4 41.91
180 27.2 0.01
180 499.1 30.12
180 1197 41.66
180 1398.8 41.55
180 1600.3 41.25
180 1797.9 40.68
180 1999.7 40.03
180 2196.8 39.51
180 2399 39.1
180 4.4 0.05
180 55.3 0.06
180 69.2 0.06
180 109 0.07
180 144.1 1.13
180 234.3 6.77
180 274.1 9.38
180 308.6 12.98
180 343.5 15.79
180 394.8 20.24
180 433.8 24.11
180 466.9 28.04
180 494.6 30.33
180 546.4 34.92
180 594.3 37.21
180 657 40.09
180 698.3 40.95
180 731.5 41.27
180 779.3 41.28
180 824.3 41.42
180 889.7 41.61
180 964.3 41.36
180 1019.5 41.23
239 5.6 0.02
239 499.8 28.48
239 750 41.15
239 1599.4 40.35
239 1798.9 40.1
239 2000.3 39.69
239 2601.3 38.34
239 2799.8 37.94
239 3000.6 37.32
239 3200.4 36.94
239 3400.6 36.59
239 3601.2 36.26
239 3800.3 36.17
239 4200.7 35.71
239 4400.2 35.62
239 4501 35.64
239 4600.2 35.6
239 4800.7 35.57
239 4.8 0.04
239 24.9 0.06
239 68.1 0.05
239 84.2 0.06
239 99.7 0.06
239 142.2 0.51
239 178.1 2.39
239 244.1 6.09
239 314.2 12.2
239 354.7 16.32
239 417.4 21.13
239 475.8 27.49
239 500.3 29.82
239 510.3 30.93
239 555.2 34.73
239 584.6 36.49
239 609.5 38.07
239 620.3 39.02
239 664.9 40.54
239 735.6 41.62
239 752.8 41.76
239 823.9 42.16
239 992.5 41.99
239 1021 41.89
279 4.4 0.03
279 500.1 28.9
279 749.1 41.98
279 1000.2 42.22
279 1200.8 41.95
279 1400.1 41.37
279 1600.8 40.92
279 1801.2 40.53
279 2000 39.98
279 2201.1 39.23
279 2401.1 39.04
279 2599.6 38.52
279 2801 38.31
279 3001.2 37.82
279 3200.1 37.39
279 3399.6 37.13
279 3600.5 36.61
279 3798.8 36.28
279 4002.1 36.08
279 4198.7 35.74
279 4401.1 35.61
279 4500.9 35.75
279 4601.2 35.69
279 4805.8 35.63
279 9.7 0.03
279 66.1 0.03
279 84.6 0.09
279 124.6 0.45
279 179.7 2.06
279 220.2 3.69
279 258.9 6.59
279 299.2 9.88
279 345.8 12.17
279 379.8 15.77
279 434.6 20.77
279 469.9 25.65
279 509.9 28.2
279 554.3 32.36
279 604.8 36.22
279 654.8 38.95
279 706.6 40.68
279 744.6 41.66
279 779.6 42.05
279 824.5 42.2
279 862.8 42.22
279 909.7 42.05
279 1020.5 42.16
307 5.1 0.04
307 500.1 27.07
307 750.8 41.11
307 1001.7 42.25
307 1201.7 42
307 1401.9 41.2
307 1603 40.63
307 1802.2 39.95
307 2003.2 39.68
307 2203.7 39.03
307 2403.5 38.84
307 2603.5 38.92
307 3002.8 37.89
307 3203.2 37.55
307 3402.5 37.11
307 3601.6 36.93
307 3801 36.43
307 4001.7 36.08
307 4200.2 36.12
307 4398.5 36.07
307 4498.2 35.95
307 4598.2 35.77
307 4811.1 35.65
307 15 0.04
307 73.8 0.03
307 81.6 0.06
307 110.8 0.32
307 164.7 1.93
307 203.4 2.83
307 239.5 5.42
307 283.7 7.93
307 328.6 11.63
307 363.4 14.9
307 436.2 20.73
307 474.4 27.06
307 512.3 30.89
307 550.5 33.64
307 594.7 36.58
307 774.8 41.52
307 855.9 42.2
307 897.7 42.21
307 941.8 42.03
307 977 41.91
307 1018.9 41.93
328 9.5 0.02
328 438.3 19.4
328 1398.8 41.73
328 1597.2 41.17
328 1795 40.7
328 1998 40.23
328 2199.5 39.69
328 2391.6 38.93
328 2604 38.53
328 2796.5 38.41
328 2997 37.88
328 3200.2 37.51
328 3403.4 37.11
328 3599.4 36.86
328 3801.7 36.59
328 4003.8 36.28
328 4206 36.1
328 4403.7 35.92
328 4506.8 35.78
328 4603.2 35.65
328 4805.6 35.82
328 8.8 0.02
328 51.4 0.02
328 96.5 0.05
328 116.4 0.26
328 188.1 1.89
328 220.7 2.87
328 262 5.64
328 300.9 9.2
328 344.4 12.19
328 404.2 15.31
328 450.4 19.24
328 483.2 22.95
328 541.7 29.2
328 571 32.28
328 615.7 35.13
328 662.4 37.73
328 706.4 40.85
328 902.3 42.29
328 949.6 42.41
328 995 42.32
328 1032.2 42.15
352 4.8 0.07
352 500.8 24.09
352 797.7 40.83
352 998.2 41.43
352 1199.9 40.8
352 1398.5 40.78
352 1599.1 40.31
352 1799.8 39.61
352 2001.3 39.21
352 2201.9 38.73
352 2403.1 38.12
352 2602.1 37.8
352 2802.8 37.64
352 2999.2 37.33
352 3199.7 36.7
352 3401.5 36.39
352 3601.2 36.01
352 3798.4 35.92
352 3997.9 35.9
352 4200.2 35.81
352 4399.3 35.65
352 4500.5 35.6
352 4600 35.91
352 4801.2 35.53
352 10.4 0.06
352 54.3 0.06
352 102.8 0.16
352 124.8 0.51
352 173.9 1.88
352 210.9 3.18
352 248 5.82
352 294.6 8.31
352 343.3 10.65
352 400.3 14.79
352 455.8 21.63
352 513.6 27.55
352 550.2 31.94
352 599.4 35.59
352 637.6 38.18
352 695.5 38.67
352 761.7 41.32
352 795.6 41.74
352 830.1 41.7
352 868.1 41.74
352 908.5 41.7
352 947.5 41.67
352 986.7 41.78
352 1021.9 41.68
16 4.1 0.03
16 499 26.75
16 749.8 41.48
16 1000 41.67
16 1204.5 41.51
16 1398.2 41.42
16 1603.2 40.63
16 2197.5 39.72
16 4.9 0.03
16 38.1 0.04
16 71.1 0.08
16 105 0.14
16 138.3 0.21
16 180.9 1.66
16 239.9 4.34
16 274.4 7.95
16 310.5 10.72
16 361.5 13.94
16 403.4 18.7
16 450.8 22.75
16 500.4 27.18
16 551 30.54
16 590.7 35.65
16 625.5 38.31
16 661.8 38.91
16 700.5 40.44
16 763.4 41.57
16 865.9 41.93
16 929.6 41.92
16 990.4 41.84
16 1019 41.9
56 4.9 0.03
56 500.5 27.82
56 750.4 40.37
56 1002.6 42.15
56 1197 41.45
56 1399.7 41.16
56 1800.4 40.23
56 1998.8 40.13
56 2199.5 39.64
56 2401.2 39.18
56 2600.7 38.58
56 2797.4 38.04
56 2999.6 37.7
56 3199.7 37.22
56 3397.4 36.84
56 3598.6 36.31
56 3799.8 35.93
56 3987.7 35.56
56 4198.1 35.19
56 4398 35.5
56 4498.4 35.36
56 4599.4 35.45
56 4801.3 35.38
56 3.9 0.05
56 40.4 0.05
56 74.1 0.06
56 101.2 0.08
56 164.7 1.61
56 198.5 2.57
56 271.3 8.3
56 308.4 11.6
56 348.9 15.37
56 384.3 17.78
56 421.9 20.82
56 488.8 28.03
56 533.2 32.08
56 586.1 35.32
56 649.1 37.93
56 706.9 39.73
56 750.5 40.96
56 814.5 41.64
56 850.9 41.6
56 887.4 41.72
56 922.9 41.92
56 958 41.64
56 958 41.74
87 493.9 25.83
87 751.3 41.15
87 1000.3 42.04
87 1202.5 41.88
87 1399.2 41.66
87 1601.5 41.21
87 1801.6 40.39
87 1999.9 39.9
87 2198.4 39.27
87 2400.9 38.89
87 2799.8 38.08
87 3000 37.37
87 3200.2 36.95
87 3400.8 36.58
87 3599.8 36.29
87 3798.7 36.07
87 3999.5 35.7
87 4200.1 35.7
87 4401 35.48
87 4501.3 35.52
87 4600.9 35.63
87 4790.2 35.48
87 3.6 0.14
87 59.4 0.06
87 114.6 0.41
87 148.7 1.21
87 185.7 2.29
87 218.5 2.96
87 251.2 4.84
87 298.2 7.56
87 344.4 11.23
87 373.4 16.28
87 412.3 19.7
87 456 23.2
87 494.9 29.02
87 539.7 32.29
87 597.5 36.29
87 634 38.32
87 688.2 40.27
87 746.9 41.46
87 797.1 41.99
87 843.9 41.98
87 886.8 41.46
87 999.5 42.05
113 3.9 0.03
113 498.8 31.58
113 1001.6 42.19
113 1401.6 41.3
113 1601.1 41
113 4.1 0.02
113 57.9 0.03
113 83.5 0.04
113 123.1 1.19
113 160.4 2.44
113 197.8 5.17
113 240.4 8.18
113 280.3 11.26
113 318.5 12.53
113 357.3 15.05
113 427.4 20.95
113 483.3 28.51
113 523.6 32.11
113 560.9 35.45
113 617.6 38.15
113 685 40.49
113 753.1 41.59
113 796.9 41.97
113 838.8 42.11
113 875.5 42.27
113 911.5 42.1
113 947.3 42.17
113 985.9 42.39
113 1022.5 42.07
140 4.3 0.03
140 529 28.85
140 798.7 41.28
140 1000.1 41.58
140 1199.6 41.18
140 1398.9 40.78
140 1600.7 40.61
140 1799 40.12
140 1997.1 39.72
140 2198 39.39
140 2400 38.99
140 2599.5 38.5
140 2799.2 38.02
140 3000.1 37.54
140 3199.4 36.97
140 3399.7 36.57
140 3600.3 36.34
140 3800.9 36.09
140 3998.7 35.88
140 4200 35.75
140 4399.1 35.51
140 4499.5 35.46
140 4600.3 35.57
140 4802.2 35.64
140 4.1 0.08
140 33.7 0.1
140 76.9 0.06
140 112.3 0.24
140 148.4 1.51
140 178.2 2.13
140 244.9 6.55
140 287.3 8.24
140 378.4 14.24
140 436.6 19.94
140 472.7 22.75
140 508.8 26.68
140 549.3 30.52
140 601.2 34.97
140 667.6 38.23
140 700.5 39.39
140 733.9 40.63
140 790.6 41.48
140 832.8 42.33
140 876.5 42.24
140 924.1 42.07
140 982.6 42.23
140 1019.6 41.98
170 5 0.02
170 550.5 30.77
170 799.9 40.52
170 1000.7 41.8
170 1199.8 41.35
170 1401 41.04
170 1599.6 40.66
170 1799.7 40.28
170 1999.8 39.53
170 2200 39
170 2400.3 38.92
170 2599.8 38.31
170 3000.2 37.63
170 3199.7 37.18
170 3400.8 37.1
170 3600.3 36.72
170 3800 36.35
170 4001.1 36.16
170 4200.7 35.74
170 4400.2 35.74
170 4500.6 35.66
170 4599.6 35.66
170 4805.3 35.74
170 4.7 0.05
170 67.1 0.08
170 104.9 0.09
170 139.9 0.45
170 172.5 0.88
170 224.8 1.39
170 316.3 7.52
170 354.6 11.44
170 405.5 14.81
170 454.8 21.95
170 487.1 24.71
170 520.1 28.63
170 565.7 31.93
170 615.3 35.38
170 662.4 37.52
170 717.9 39.52
170 764.2 40.37
170 810.4 41.13
170 851.9 41.9
170 895 41.83
170 956.5 42.29
170 1020 42.22
200 4.5 0.04
200 500 29.17
200 751.5 40.89
200 1001.3 41.72
200 1210.9 41.77
200 1397.3 41.03
200 1598.1 40.6
200 1799.3 40.26
200 2000.6 39.78
200 2198.7 39.31
200 2401.2 38.81
200 2605.2 38.4
200 2797.9 38.14
200 2998.3 37.74
200 3199.2 37.2
200 3400.5 36.94
200 3598 36.76
200 3800.1 36.43
200 4000.5 36.23
200 4198 35.88
200 4399.3 35.93
200 4499.1 35.85
200 4602.1 35.85
200 4805.4 35.74
200 5.2 0.04
200 39.1 0.05
200 75.1 0.05
200 104.9 0.05
200 163.4 1.13
200 224.9 5.74
200 259.1 9.53
200 295.6 12.18
200 345.8 14.37
200 379.3 16.8
200 413 20.65
200 446.2 23.59
200 480 27.97
200 537.4 32.07
200 581.1 35.42
200 628.6 38.04
200 687.5 39.69
200 725.5 40.58
200 763.5 41.25
200 807.5 41.69
200 851.8 42.05
200 918.2 41.45
200 986.2 42.03
200 1022.6 41.95
232 499.9 31.3
232 749.8 41.32
232 1000.5 41.58
232 1200.6 41.31
232 1400.9 41.41
232 1600.4 40.75
232 1800.2 40.16
232 2000.1 39.75
232 2200.5 39.17
232 2401 38.52
232 2600 38.01
232 2800.7 37.74
232 2999.6 37.44
232 3199 36.99
232 3398.1 36.73
232 3600.2 36.3
232 3800.7 36.18
232 4000.5 36.05
232 4200.9 35.83
232 4399.6 35.65
232 4500.6 35.46
232 4600.7 35.45
232 4803.5 35.33
232 43 0.04
232 82.6 0.07
232 109.3 0.06
232 142.1 0.42
232 200.3 1.56
232 303.9 9.8
232 340.4 12.67
232 358.8 17.82
232 430.5 22.79
232 494.6 28.16
232 527.9 31.66
232 570.3 35.67
232 620.9 38.65
232 670.1 40.52
232 715.3 40.96
232 762.3 41.49
232 805.2 41.77
232 846.7 41.79
232 885.1 41.9
232 924.2 41.67
232 964.4 42.11
232 1003.1 41.9
287 4.9 0.01
287 503.1 29.94
287 753.2 41.07
287 1000.8 42.19
287 1201 41.8
287 1397.5 41.65
287 1600.6 41.05
287 1804.2 40.52
287 2001.8 39.96
287 2202.5 39.54
287 2403.5 39.03
287 2603.4 38.58
287 2801.2 38.27
287 5.8 0.04
287 47.8 0.05
287 88.4 0.04
287 128.3 0.04
287 233.3 3.05
287 279.7 6.71
287 338.4 11.37
287 375 16.17
287 428.9 21.98
287 493.3 29.09
287 533.1 32.63
287 556.3 35.07
287 612 37.42
287 681.8 39.61
287 719.2 40.42
287 753.6 40.95
287 800.4 41.4
287 848.8 41.7
287 884.1 42.14
287 921.8 42.22
287 958.8 41.61
287 995 41.83
287 1019.3 42.24
313 5.3 0.07
313 500.7 30.87
313 753.4 40.74
313 1001.2 41.08
313 1200.8 41.13
313 1397.3 40.8
313 1598.9 40.53
313 1797.3 39.98
313 2000.3 39.56
313 2201.2 38.84
313 2398.4 38.44
313 2599.6 38.11
313 2800.9 37.79
313 3001 37.33
313 3200.4 36.81
313 3401.3 36.49
313 3600.9 36.23
313 3800.1 35.91
313 4002.5 35.98
313 4200.6 35.75
313 4401.4 35.65
313 4501.3 35.53
313 4599.1 35.49
313 4794.1 35.46
313 5 0.04
313 41.8 0.04
313 79 0.04
313 93.7 0.08
313 108.2 0.11
313 154.2 2.05
313 212.4 6.81
313 248.2 10.79
313 283.5 13.09
313 332 17.06
313 389.4 23.64
313 444.9 29.02
313 485.2 32
313 540.5 34.65
313 594.8 36.9
313 657.8 39.48
313 695.8 39.99
313 735.3 40.67
313 780.2 40.95
313 827 41.23
313 863.5 41.28
313 898.9 41.01
313 972.2 41.37
313 1026.9 41.28
353 4.7 0.06
353 422.5 24.33
353 748.2 40.93
353 999.6 41.35
353 1199 41.48
353 1399 41.01
353 1600 40.55
353 1800.6 39.95
353 1998.5 39.43
353 2201.1 38.78
353 2398.5 38.55
353 2601 38.3
353 2801.5 37.84
353 2999.9 37.35
353 3200.9 36.99
353 3401.7 36.68
353 3600.6 36.24
353 3800.2 35.9
353 3999.9 35.74
353 4199.6 35.58
353 4400.7 35.56
353 4500.2 35.32
353 4601.1 35.32
353 4801.8 35.38
353 24.5 0.02
353 61.2 0.01
353 95.2 0.22
353 154.3 1.38
353 186.2 2.29
353 220.7 5.24
353 265.3 8.03
353 312.3 12.18
353 345 15.56
353 396.6 20.75
353 425.8 23.07
353 461.8 26.45
353 499.2 31.04
353 548.2 35.18
353 616.5 38.01
353 656.2 39.63
353 696.2 40.51
353 740.9 41.17
353 782.7 41.37
353 824.9 41.65
353 889.9 41.63
353 952.9 41.53
353 1021.5 41.51
21 4.2 0.08
21 497.8 24.78
21 749.5 40.68
21 1000 41.27
21 1199.1 41.16
21 1400.2 40.81
21 1598.6 40.54
21 1798.7 40.03
21 1998.5 39.63
21 2198.8 38.99
21 2400.1 38.57
21 2598.1 37.99
21 2798.6 37.96
21 2997.7 37.45
21 3197.5 37.01
21 3400.1 36.67
21 3599.2 36.26
21 3798.6 36
21 3997.8 35.81
21 4198.8 35.7
21 4399 35.61
21 4497.6 35.56
21 4599 35.75
21 4794.8 35.42
21 4.1 0.01
21 54.1 0.02
21 102 0.03
21 193.6 1.86
21 249.5 5.47
21 285.4 9.29
21 323.4 12.66
21 368.6 16.77
21 408 19.81
21 445.6 22.93
21 480.4 25.35
21 513 28.93
21 564.2 32.74
21 597.1 35.9
21 645.6 38.59
21 706.8 40.08
21 771.4 40.96
21 819.6 41.62
21 866.8 41.66
21 901.8 41.94
21 975.3 41.73
21 1010.2 41.72
55 4.8 0.07
55 501.2 29.44
55 749.6 41.23
55 999.4 41.57
55 1199.8 41.46
55 1399.6 41.07
55 1601.2 40.67
55 1800.1 40.04
55 2000.1 39.6
55 2199.7 38.64
55 2400.3 38.68
55 2600.2 37.92
55 2799.9 37.74
55 3000.2 37.1
55 3199.3 36.79
55 3399.9 36.4
55 3599.3 36.17
55 3799.8 35.94
55 3999.7 35.68
55 4199.4 35.66
55 4398.4 35.61
55 4498.3 35.83
55 4598.3 35.81
55 4803.6 35.52
55 3.8 0.05
55 26.7 0.02
55 73.4 0.06
55 117.4 0.51
55 176 2.03
55 242.6 5.94
55 276 9.12
55 311.3 12.13
55 367.6 17.01
55 424.1 22.83
55 459.2 26.96
55 491.2 28.88
55 553.2 33.38
55 605.1 35.75
55 654.6 38.72
55 688.2 40.04
55 724 40.43
55 759 41.28
55 793 41.5
55 829.4 41.88
55 866.1 42.02
55 922.7 41.94
55 979.5 41.76
55 1025.2 41.55
79 8.4 0.1
79 501 28.06
79 800 40.77
79 1002.5 40.91
79 1200.9 40.74
79 1598.7 40.08
79 1798.8 39.6
79 2000.9 39.23
79 2197.9 38.86
79 2399 38.39
79 2599.9 37.83
79 2798.8 37.37
79 2999.8 37.16
79 3198.9 36.57
79 3399 36.26
79 3600.5 36.03
79 3800.5 35.64
79 4001.1 35.44
79 4203.1 35.46
79 4399.3 35.37
79 4499.3 35.43
79 4599.8 35.49
79 4804 35.4
79 4.5 0.08
79 64.1 0.04
79 124.7 0.75
79 167.7 2.42
79 232.9 4.26
79 280.9 8.85
79 324.9 12.73
79 358.8 15.51
79 426.2 21.53
79 461.7 24.74
79 492.9 28.17
79 536.6 31.97
79 574.1 35.51
79 619.3 37.3
79 654.9 38.61
79 691.2 39.37
79 757.8 40.74
79 797.5 41.12
79 838.1 41.11
79 880.6 41.42
79 918.5 41.26
79 959.5 41.18
79 999.1 41.26
79 1020.8 41.18
111 4.3 0.09
111 476.4 21.62
111 748.6 40.13
111 1001.1 41.22
111 1202.6 41.18
111 1406.2 40.61
111 1597.4 40.23
111 1797.9 39.85
111 1998.5 39.66
111 2199.9 39.13
111 2398 38.75
111 2597.3 38.2
111 2998.3 37.42
111 3197.8 36.86
111 3399.1 36.82
111 3599.5 36.27
111 3798.8 35.9
111 3998.7 35.76
111 4198.8 35.88
111 4399.1 35.59
111 4499.2 35.66
111 4599.5 35.58
111 4799.6 35.46
111 3.7 0.03
111 57 0.12
111 109.9 0.11
111 191.8 2.44
111 256.5 6.49
111 305.5 8.92
111 354.9 12.89
111 395.5 15.57
111 449.1 20.67
111 513.7 27.81
111 547 30.88
111 588.8 34.84
111 649.7 37.43
111 707.6 39.03
111 747.2 40
111 787.1 40.52
111 824.1 40.6
111 858.5 40.85
111 898.3 41.19
111 936.3 41.09
111 974.2 41.44
111 1014 41.42
111 1026.9 41.26
139 4.4 0.01
139 499.6 25.77
139 750 40.13
139 1000.2 41.3
139 1199.1 41.19
139 1399.9 40.75
139 1599.3 40.4
139 1799.9 39.89
139 1999.2 39.48
139 2199.4 38.91
139 2399.4 38.72
139 2598.9 38.22
139 2799.5 37.86
139 2999.7 37.55
139 3200.6 37.06
139 3399.8 36.63
139 3599.3 36.37
139 3799.2 36.1
139 3999.5 35.9
139 4198.1 35.78
139 4398.4 35.83
139 4498.5 35.75
139 4599 35.59
139 4794.5 35.56
139 4.1 0.03
139 47.1 0.03
139 74 0.06
139 125.3 0.52
139 174.9 2.34
139 215.7 3.85
139 256 5.39
139 296.2 8.59
139 335.5 12.03
139 384.8 14.78
139 436.8 20.18
139 476.1 24.12
139 514.2 28.29
139 547.2 32.19
139 591.7 35.03
139 639.4 37.64
139 689.6 39.05
139 728.2 40.01
139 817 40.42
139 867 40.7
139 905.3 40.91
139 942.5 41.1
139 1019.9 41.11
167 4.4 0.08
167 1199.1 41.35
167 1398.6 40.9
167 1598.6 40.39
167 1798.6 39.79
167 1999 39.41
167 2198.8 38.95
167 2398.5 38.52
167 2799 37.65
167 2999.6 37.2
167 3198.7 36.75
167 3399.1 36.55
167 3599.6 36.44
167 3799 36.01
167 3998.8 35.79
167 4199.1 35.66
167 4398.5 35.7
167 4498.6 35.72
167 4599.1 35.74
167 4800.7 35.47
167 4.7 0.14
167 111.4 0.02
167 146.9 0.64
167 205.3 3.25
167 261.1 5.4
167 297.4 8.75
167 332.1 12
167 378.9 16.27
167 421.3 21.48
167 458.7 23.67
167 494.5 28.17
167 529.4 31.12
167 580.6 34.45
167 631.9 37.1
167 697.6 39.33
167 737 40.12
167 776.8 40.57
167 818.9 40.93
167 859.2 40.96
167 898.7 41.23
167 939.3 41.25
167 978.3 41.19
167 1021 41.11
195 4.9 0.09
195 60.2 0.03
195 95.9 0.12
195 149.9 0.24
195 198.5 1.88
195 265.7 4.91
195 343.1 12.52
195 382.8 17.97
195 502.2 28.33
195 583.4 34.41
195 694.5 39.92
195 754.1 41.23
195 847 41.59
195 1001.4 41.58
195 1199.8 41.41
195 1600.5 40.61
195 2000.5 39.67
195 2400.1 38.87
195 2800.1 37.81
195 3200.6 36.95
195 3600.4 36.28
195 4000.8 36.17
195 4400.8 35.84
195 4804.2 35.58
196 4.9 0.05
196 25.1 0.03
196 43.4 0.03
196 60 0.07
196 125.1 0.01
196 149.8 0.35
196 174.8 0.89
196 200 1.91
228 4.7 0.02
228 501 29.16
228 750.4 41.02
228 1000.1 41.13
228 1199.7 40.78
228 1400.1 40.89
228 1600.8 40.39
228 1799.6 40.03
228 2000.4 39.63
228 2200.2 39.07
228 2399.7 38.48
228 2601 38.21
228 2799.9 37.62
228 3000.1 37.17
228 3201 36.74
228 3400.7 36.47
228 3599.4 36.12
228 3800.2 35.85
228 4000.3 35.65
228 4200.4 35.52
228 4399.6 35.49
228 4500.8 35.48
228 4601.3 35.7
228 4805 36.06
228 118.6 0.12
228 150.7 1.36
228 209.7 5.58
228 336.3 15.3
228 373.4 17.59
228 409.6 20.23
228 444.5 24.44
228 479.5 28.35
228 514.9 31.93
228 566.2 36.29
228 619 38.8
228 670.7 40.3
228 715.2 41.01
228 757.5 41.18
228 805.3 41.38
228 851.9 41.58
228 915.2 41.3
228 978.6 40.87
228 1020.6 40.97
272 7.4 0.04
272 500.2 28.22
272 751.4 40.94
272 1002 41.68
272 1200.9 41.37
272 1399.2 41.06
272 1600 40.61
272 1799.4 40.24
272 1999.4 39.71
272 2200.2 39.38
272 2400.9 38.73
272 2600.9 38.28
272 2801.3 37.7
272 2999.9 37.14
272 3201 36.86
272 3400.4 36.55
